Rank;Time;Name;Country;Date of Birth;Place;City;Date;Gender;Event;Time_s;Age
174;00:00:19.920000;Alonso Edward;PAN;1989-12-08;2.0;Lausanne;2016-08-25;Men;200 m;19.92;26.731506849315068
184;00:00:19.930000;Lorenzo Daniel;USA;1966-03-23;1.0;Auburn;1988-05-15;Men;200 m;19.93;22.161643835616438
184;00:00:19.930000;Michael Johnson;USA;1967-09-13;1.0;Monaco;1995-09-09;Men;200 m;19.93;28.008219178082193
184;00:00:19.930000;Frank Fredericks;NAM;1967-10-02;1.0;Johannesburg;1995-09-24;Men;200 m;19.93;27.997260273972604
184;00:00:19.930000;Frank Fredericks;NAM;1967-10-02;3.0;Stuttgart;1997-07-13;Men;200 m;19.93;29.8
184;00:00:19.930000;Frank Fredericks;NAM;1967-10-02;1.0;Monaco;1997-08-16;Men;200 m;19.93;29.893150684931506
184;00:00:19.930000;Michael Johnson;USA;1967-09-13;1.0;Roma;1999-07-07;Men;200 m;19.93;31.835616438356166
184;00:00:19.930000;Frank Fredericks;NAM;1967-10-02;2.0;Monaco;1999-08-04;Men;200 m;19.93;31.86027397260274
184;00:00:19.930000;Michael Johnson;USA;1967-09-13;1.0;Bruxelles;1999-09-03;Men;200 m;19.93;31.994520547945207
184;00:00:19.930000;Usain Bolt;JAM;1986-08-21;1.0;Hamilton;2004-04-11;Men;200 m;19.93;17.65205479452055
184;00:00:19.930000;Tyson Gay;USA;1982-08-09;1.0;Sacramento;2005-06-09;Men;200 m;19.93;22.84931506849315
184;00:00:19.930000;Wallace Spearmon;USA;1984-12-24;3.0;Monaco;2010-07-22;Men;200 m;19.93;25.59178082191781
184;00:00:19.930000;Yohan Blake;JAM;1989-12-26;1.0;Kingston;2012-06-30;Men;200 m;19.93;22.526027397260275
184;00:00:19.930000;Nickel Ashmeade;JAM;1990-04-07;2.0;Bruxelles;2013-09-06;Men;200 m;19.93;23.432876712328767
184;00:00:19.930000;Isiah Young;USA;1990-01-05;2.0;Eugene;2015-06-28;Men;200 m;19.93;25.493150684931507
198;00:00:19.940000;Michael Johnson;USA;1967-09-13;1.0;Sheffield;1991-09-15;Men;200 m;19.94;24.02191780821918
198;00:00:19.940000;Michael Marsh;USA;1967-08-04;1.0;Austin;1992-05-09;Men;200 m;19.94;24.78082191780822
198;00:00:19.940000;John Regis;GBR;1966-10-13;2.0;Stuttgart;1993-08-20;Men;200 m;19.94;26.87123287671233
198;00:00:19.940000;Michael Johnson;USA;1967-09-13;1.0;Monaco;1994-08-02;Men;200 m;19.94;26.904109589041095
198;00:00:19.940000;Ato Boldon;TTO;1973-12-30;2.0;Stockholm;1996-07-08;Men;200 m;19.94;22.53698630136986
198;00:00:19.940000;Churandy Martina;NED;1984-07-03;1.0;New York City;2012-06-09;Men;200 m;19.94;27.953424657534246
198;00:00:19.940000;Nickel Ashmeade;JAM;1990-04-07;2.0;New York City;2012-06-09;Men;200 m;19.94;22.18904109589041
198;00:00:19.940000;Nickel Ashmeade;JAM;1990-04-07;3.0;Lausanne;2012-08-23;Men;200 m;19.94;22.394520547945206
198;00:00:19.940000;Wayde van Niekerk;RSA;1992-07-15;1.0;Luzern;2015-07-14;Men;200 m;19.94;23.01095890410959
198;00:00:19.940000;LaShawn Merritt;USA;1986-06-27;1.0;Rio de Janeiro;2016-08-17;Men;200 m;19.94;30.161643835616438
208;00:00:19.950000;Floyd Heard;USA;1966-03-24;1.0;Lubbock;1987-05-17;Men;200 m;19.95;21.161643835616438
208;00:00:19.950000;Michael Marsh;USA;1967-08-04;1.0;Zürich;1992-08-19;Men;200 m;19.95;25.06027397260274
208;00:00:19.950000;Frank Fredericks;NAM;1967-10-02;1.0;Paris;1996-06-28;Men;200 m;19.95;28.75890410958904
208;00:00:19.950000;Shawn Crawford;USA;1978-01-14;1.0;Athínai;2004-08-24;Men;200 m;19.95;26.627397260273973
208;00:00:19.950000;Wallace Spearmon;USA;1984-12-24;1.0;Split;2010-09-05;Men;200 m;19.95;25.715068493150685
208;00:00:19.950000;Nickel Ashmeade;JAM;1990-04-07;1.0;Kingston;2011-05-07;Men;200 m;19.95;21.095890410958905
208;00:00:19.950000;Jaysuma Saidy Ndure;NOR;1984-01-01;4.0;Daegu;2011-09-03;Men;200 m;19.95;27.69041095890411
208;00:00:19.950000;Wallace Spearmon;USA;1984-12-24;1.0;Arlington;2012-03-24;Men;200 m;19.95;27.265753424657536
208;00:00:19.950000;Churandy Martina;NED;1984-07-03;2.0;London;2012-07-14;Men;200 m;19.95;28.04931506849315
208;00:00:19.950000;Nickel Ashmeade;JAM;1990-04-07;2.0;New York City;2014-06-14;Men;200 m;19.95;24.202739726027396
208;00:00:19.950000;Alonso Edward;PAN;1989-12-08;1.0;Zürich;2014-08-28;Men;200 m;19.95;24.736986301369864
208;00:00:19.950000;Usain Bolt;JAM;1986-08-21;1.0;Beijing;2015-08-26;Men;200 m;19.95;29.03287671232877
208;00:00:19.950000;Nethaneel Mitchell-Blake;GBR;1994-04-02;1.0;Tuscaloosa;2016-05-14;Men;200 m;19.95;22.13150684931507
208;00:00:19.950000;Akani Simbine;RSA;1993-09-21;1.0;Pretoria;2017-03-04;Men;200 m;19.95;23.465753424657535
222;00:00:19.960000;Pietro Mennea;ITA;1952-06-28;1.0;Ciudad de México;1979-09-10;Men;200 m;19.96;27.21917808219178
222;00:00:19.960000;Pietro Mennea;ITA;1952-06-28;1.0;Barletta;1980-08-17;Men;200 m;19.96;28.156164383561645
222;00:00:19.960000;Kirk Baptiste;USA;1963-06-20;2.0;Los Angeles;1984-08-08;Men;200 m;19.96;21.15068493150685
222;00:00:19.960000;Joe DeLoach;USA;1967-06-05;1.0;Indianapolis;1988-07-20;Men;200 m;19.96;21.13972602739726
222;00:00:19.960000;Robson Caetano da Silva;BRA;1964-09-04;1.0;Bruxelles;1989-08-25;Men;200 m;19.96;24.98904109589041
222;00:00:19.960000;Frank Fredericks;NAM;1967-10-02;1.0;Rieti;1993-09-05;Men;200 m;19.96;25.945205479452056
222;00:00:19.960000;Frank Fredericks;NAM;1967-10-02;1.0;Roma;1996-06-05;Men;200 m;19.96;28.695890410958903
222;00:00:19.960000;Frank Fredericks;NAM;1967-10-02;1.0;Duisburg;1996-06-12;Men;200 m;19.96;28.715068493150685
222;00:00:19.960000;Coby Miller;USA;1976-10-19;3.0;Sacramento;2000-07-23;Men;200 m;19.96;23.775342465753425
222;00:00:19.960000;Tyson Gay;USA;1982-08-09;1.0;Monaco;2005-09-09;Men;200 m;19.96;23.101369863013698
222;00:00:19.960000;Usain Bolt;JAM;1986-08-21;2.0;Athínai;2006-09-17;Men;200 m;19.96;20.087671232876712
222;00:00:19.960000;Usain Bolt;JAM;1986-08-21;1.0;Port of Spain;2007-05-27;Men;200 m;19.96;20.778082191780822
222;00:00:19.960000;Shawn Crawford;USA;1978-01-14;2.0;Beijing;2008-08-20;Men;200 m;19.96;30.61917808219178
222;00:00:19.960000;Isaac Makwala;BOT;1986-09-29;1.0;La Chaux-de-Fonds;2014-07-06;Men;200 m;19.96;27.786301369863015
222;00:00:19.960000;Brendon Rodney;CAN;1992-04-09;1.0;Edmonton;2016-07-10;Men;200 m;19.96;24.268493150684932
237;00:00:19.970000;Frank Fredericks;NAM;1967-10-02;2.0;Zürich;1992-08-19;Men;200 m;19.97;24.898630136986302
237;00:00:19.970000;Frank Fredericks;NAM;1967-10-02;2.0;Sestriere;1994-07-31;Men;200 m;19.97;26.846575342465755
237;00:00:19.970000;Frank Fredericks;NAM;1967-10-02;1.0;Victoria;1994-08-26;Men;200 m;19.97;26.91780821917808
237;00:00:19.970000;Frank Fredericks;NAM;1967-10-02;1.0;Berlin;1996-08-30;Men;200 m;19.97;28.931506849315067
237;00:00:19.970000;Frank Fredericks;NAM;1967-10-02;1.0;Johannesburg;1998-09-13;Men;200 m;19.97;30.96986301369863
237;00:00:19.970000;Obadele Thompson;BAR;1976-03-30;1.0;Yokohama;2000-09-09;Men;200 m;19.97;24.46301369863014
237;00:00:19.970000;Wallace Spearmon;USA;1984-12-24;1.0;Walnut;2005-04-17;Men;200 m;19.97;20.326027397260273
237;00:00:19.970000;Xavier Carter;USA;1985-12-08;2.0;Bruxelles;2006-08-25;Men;200 m;19.97;20.726027397260275
237;00:00:19.970000;Tyson Gay;USA;1982-08-09;1.0;Kingston;2007-05-05;Men;200 m;19.97;24.753424657534246
237;00:00:19.970000;Usain Bolt;JAM;1986-08-21;1.0;Kingston;2008-06-29;Men;200 m;19.97;21.87123287671233
237;00:00:19.970000;Asafa Powell;JAM;1982-11-23;1.0;Kingston;2010-06-27;Men;200 m;19.97;27.610958904109587
237;00:00:19.970000;Jaysuma Saidy Ndure;NOR;1984-01-01;4.0;Bruxelles;2011-09-16;Men;200 m;19.97;27.726027397260275
237;00:00:19.970000;Curtis Mitchell;USA;1989-03-11;1.0;Moskva;2013-08-16;Men;200 m;19.97;24.44931506849315
237;00:00:19.970000;Dedric Dukes;USA;1992-02-04;1.0;Gainesville;2014-04-04;Men;200 m;19.97;22.17808219178082
237;00:00:19.970000;Femi Ogunode;QAT;1991-01-31;1.0;Bruxelles;2015-09-11;Men;200 m;19.97;24.627397260273973
237;00:00:19.970000;Ameer Webb;USA;1989-12-21;2.0;Eugene;2016-07-08;Men;200 m;19.97;26.564383561643837
237;00:00:19.970000;Julian Forte;JAM;1993-07-01;1.0;Bruxelles;2016-09-09;Men;200 m;19.97;23.208219178082192
237;00:00:19.970000;Adam Gemili;GBR;1993-10-06;2.0;Bruxelles;2016-09-09;Men;200 m;19.97;22.942465753424656
255;00:00:19.980000;Joe DeLoach;USA;1967-06-05;1.0;Austin;1988-05-15;Men;200 m;19.98;20.958904109589042
255;00:00:19.980000;Michael Johnson;USA;1967-09-13;1.0;Rieti;1991-09-06;Men;200 m;19.98;23.997260273972604
255;00:00:19.980000;Michael Johnson;USA;1967-09-13;1.0;Houston;1992-05-22;Men;200 m;19.98;24.706849315068492
255;00:00:19.980000;Frank Fredericks;NAM;1967-10-02;1.0;Atlanta;1996-08-01;Men;200 m;19.98;28.852054794520548
255;00:00:19.980000;Marcin Urbas;POL;1976-09-17;2.0;Sevilla;1999-08-25;Men;200 m;19.98;22.95068493150685
255;00:00:19.980000;Jordan Vaden;USA;1978-09-15;2.0;Indianapolis;2006-06-25;Men;200 m;19.98;27.794520547945204
255;00:00:19.980000;Xavier Carter;USA;1985-12-08;2.0;London;2006-07-28;Men;200 m;19.98;20.649315068493152
255;00:00:19.980000;LaShawn Merritt;USA;1986-06-27;2.0;Carson;2007-05-20;Men;200 m;19.98;20.90958904109589
255;00:00:19.980000;Walter Dix;USA;1986-01-31;3.0;Beijing;2008-08-20;Men;200 m;19.98;22.567123287671233
255;00:00:19.980000;Wallace Spearmon;USA;1984-12-24;2.0;New York City;2009-05-30;Men;200 m;19.98;24.446575342465753
255;00:00:19.980000;Steve Mullings;JAM;1982-11-29;5.0;Berlin;2009-08-20;Men;200 m;19.98;26.742465753424657
255;00:00:19.980000;Wallace Spearmon;USA;1984-12-24;2.0;Kingston;2010-05-01;Men;200 m;19.98;25.367123287671234
255;00:00:19.980000;Jason Young;JAM;1991-03-21;1.0;Luzern;2013-07-17;Men;200 m;19.98;22.339726027397262
255;00:00:19.980000;Adam Gemili;GBR;1993-10-06;1.0;Moskva;2013-08-16;Men;200 m;19.98;19.873972602739727
255;00:00:19.980000;Adam Gemili;GBR;1993-10-06;1.0;Zürich;2014-08-15;Men;200 m;19.98;20.87123287671233
255;00:00:19.980000;Alonso Edward;PAN;1989-12-08;1.0;Marrakesh;2014-09-14;Men;200 m;19.98;24.783561643835615
255;00:00:19.980000;Rasheed Dwyer;JAM;1989-01-29;2.0;Marrakesh;2014-09-14;Men;200 m;19.98;25.64109589041096
255;00:00:19.980000;Churandy Martina;NED;1984-07-03;3.0;Bruxelles;2016-09-09;Men;200 m;19.98;32.20821917808219
273;00:00:19.990000;Calvin Smith;USA;1961-01-08;1.0;Zürich;1983-08-24;Men;200 m;19.99;22.638356164383563
273;00:00:19.990000;Carl Lewis;USA;1961-07-01;1.0;Houston;1988-06-17;Men;200 m;19.99;26.980821917808218
273;00:00:19.990000;Carl Lewis;USA;1961-07-01;1.0;Lausanne;1993-07-07;Men;200 m;19.99;32.038356164383565
273;00:00:19.990000;Carl Lewis;USA;1961-07-01;3.0;Stuttgart;1993-08-20;Men;200 m;19.99;32.15890410958904
273;00:00:19.990000;Ato Boldon;TTO;1973-12-30;2.0;Bruxelles;1996-08-23;Men;200 m;19.99;22.663013698630138
273;00:00:19.990000;Frank Fredericks;NAM;1967-10-02;1.0;Dakar;1998-08-22;Men;200 m;19.99;30.90958904109589
273;00:00:19.990000;John Capel;USA;1978-11-27;1.0;Athens;1999-05-16;Men;200 m;19.99;20.47945205479452
273;00:00:19.990000;Frank Fredericks;NAM;1967-10-02;1.0;Roma;2002-07-12;Men;200 m;19.99;34.8
273;00:00:19.990000;Shawn Crawford;USA;1978-01-14;1.0;Sacramento;2004-07-18;Men;200 m;19.99;26.526027397260275
273;00:00:19.990000;Usain Bolt;JAM;1986-08-21;2.0;London;2005-07-22;Men;200 m;19.99;18.931506849315067
273;00:00:19.990000;Tyson Gay;USA;1982-08-09;3.0;London;2005-07-22;Men;200 m;19.99;22.96712328767123
273;00:00:19.990000;Rodney Martin;USA;1982-12-22;4.0;Eugene;2008-07-06;Men;200 m;19.99;25.556164383561644
273;00:00:19.990000;Curtis Mitchell;USA;1989-03-11;1.0;Miramar;2010-07-10;Men;200 m;19.99;21.345205479452055
273;00:00:19.990000;Warren Weir;JAM;1989-10-31;2.0;Kingston;2012-06-30;Men;200 m;19.99;22.67945205479452
273;00:00:19.990000;Curtis Mitchell;USA;1989-03-11;2.0;Des Moines;2013-06-23;Men;200 m;19.99;24.301369863013697
273;00:00:19.990000;Jason Young;JAM;1991-03-21;2.0;London;2013-07-26;Men;200 m;19.99;22.364383561643837
273;00:00:19.990000;Nickel Ashmeade;JAM;1990-04-07;2.0;Monaco;2014-07-18;Men;200 m;19.99;24.295890410958904
273;00:00:19.990000;Dedric Dukes;USA;1992-02-04;1.0;Starkville;2015-05-16;Men;200 m;19.99;23.293150684931508
273;00:00:19.990000;Isiah Young;USA;1990-01-05;2.0;Eugene;2015-06-27;Men;200 m;19.99;25.49041095890411
292;00:00:20;Valeriy Borzov;UKR;1949-10-20;1.0;München;1972-09-04;Men;200 m;20.0;22.89041095890411
292;00:00:20;Robson Caetano da Silva;BRA;1964-09-04;1.0;Barcelona;1989-09-10;Men;200 m;20.0;25.03287671232877
292;00:00:20;Ato Boldon;TTO;1973-12-30;1.0;Westwood;1996-05-19;Men;200 m;20.0;22.4
292;00:00:20;Claudinei Quirino da Silva;BRA;1970-11-19;2.0;Sevilla;1999-08-27;Men;200 m;20.0;28.78904109589041
292;00:00:20;Shawn Crawford;USA;1978-01-14;1.0;Sacramento;2004-07-17;Men;200 m;20.0;26.523287671232875
292;00:00:20;Justin Gatlin;USA;1982-02-10;1.0;Monterrey;2005-06-11;Men;200 m;20.0;23.34794520547945
292;00:00:20;Tyson Gay;USA;1982-08-09;1.0;Osaka;2007-08-29;Men;200 m;20.0;25.07123287671233
292;00:00:20;Asafa Powell;JAM;1982-11-23;1.0;Shanghai;2007-09-28;Men;200 m;20.0;24.863013698630137
292;00:00:20;Tyson Gay;USA;1982-08-09;1.0;Kingston;2008-05-03;Men;200 m;20.0;25.75068493150685
292;00:00:20;Alonso Edward;PAN;1989-12-08;1.0;Rethimnó;2009-07-20;Men;200 m;20.0;19.627397260273973
292;00:00:20;Tyson Gay;USA;1982-08-09;1.0;London;2009-07-25;Men;200 m;20.0;26.97808219178082
292;00:00:20;Churandy Martina;NED;1984-07-03;5.0;London;2012-08-09;Men;200 m;20.0;28.12054794520548
292;00:00:20;Jason Young;JAM;1991-03-21;4.0;Lausanne;2012-08-23;Men;200 m;20.0;21.44109589041096
292;00:00:20;Nickel Ashmeade;JAM;1990-04-07;1.0;Kingston;2013-05-04;Men;200 m;20.0;23.09041095890411
292;00:00:20;Nickel Ashmeade;JAM;1990-04-07;2.0;Moskva;2013-08-16;Men;200 m;20.0;23.375342465753423
292;00:00:20;Alonso Edward;PAN;1989-12-08;1.0;Georgetown;2014-05-07;Men;200 m;20.0;24.427397260273974
292;00:00:20;Aaron Brown;CAN;1992-05-27;1.0;Baton Rouge;2016-04-30;Men;200 m;20.0;23.942465753424656
292;00:00:20;Ameer Webb;USA;1989-12-21;3.0;Eugene;2016-07-09;Men;200 m;20.0;26.567123287671233
310;00:00:20.010000;Pietro Mennea;ITA;1952-06-28;1.0;Roma;1980-08-05;Men;200 m;20.01;28.123287671232877
310;00:00:20.010000;Carl Lewis;USA;1961-07-01;2.0;Indianapolis;1988-07-20;Men;200 m;20.01;27.07123287671233
310;00:00:20.010000;Michael Johnson;USA;1967-09-13;1.0;Villeneuve d'Ascq;1990-06-29;Men;200 m;20.01;22.80821917808219
310;00:00:20.010000;Michael Johnson;USA;1967-09-13;1.0;Tokyo;1991-08-27;Men;200 m;20.01;23.96986301369863
310;00:00:20.010000;Michael Marsh;USA;1967-08-04;1.0;Barcelona;1992-08-06;Men;200 m;20.01;25.024657534246575
310;00:00:20.010000;Michael Bates;USA;1969-12-19;3.0;Zürich;1992-08-19;Men;200 m;20.01;22.682191780821917
310;00:00:20.010000;Frank Fredericks;NAM;1967-10-02;1.0;Berlin;1992-08-21;Men;200 m;20.01;24.904109589041095
310;00:00:20.010000;John Regis;GBR;1966-10-13;2.0;Monaco;1994-08-02;Men;200 m;20.01;27.82191780821918
310;00:00:20.010000;Michael Johnson;USA;1967-09-13;1.0;Göteborg;1995-08-11;Men;200 m;20.01;27.92876712328767
310;00:00:20.010000;Francis Obikwelu;NGR;1978-11-22;2.0;Lausanne;2000-07-05;Men;200 m;20.01;21.632876712328766
310;00:00:20.010000;Bernard Williams;USA;1978-01-19;2.0;Bruxelles;2001-08-24;Men;200 m;20.01;23.610958904109587
310;00:00:20.010000;Bernard Williams;USA;1978-01-19;1.0;Roma;2003-07-11;Men;200 m;20.01;25.49041095890411
310;00:00:20.010000;Justin Gatlin;USA;1982-02-10;2.0;Sacramento;2004-07-18;Men;200 m;20.01;22.44931506849315
310;00:00:20.010000;Bernard Williams;USA;1978-01-19;2.0;Athínai;2004-08-26;Men;200 m;20.01;26.61917808219178
310;00:00:20.010000;Francis Obikwelu;POR;1978-11-22;1.0;Göteborg;2006-08-10;Men;200 m;20.01;27.734246575342464
310;00:00:20.010000;Steve Mullings;JAM;1982-11-29;2.0;Rethimnó;2009-07-20;Men;200 m;20.01;26.65753424657534
310;00:00:20.010000;Yohan Blake;JAM;1989-12-26;1.0;London;2012-08-08;Men;200 m;20.01;22.632876712328766
310;00:00:20.010000;Churandy Martina;NED;1984-07-03;1.0;Lausanne;2013-07-04;Men;200 m;20.01;29.02191780821918
310;00:00:20.010000;Warren Weir;JAM;1989-10-31;1.0;Budapest;2013-07-10;Men;200 m;20.01;23.706849315068492
310;00:00:20.010000;Nickel Ashmeade;JAM;1990-04-07;2.0;Zürich;2014-08-28;Men;200 m;20.01;24.40821917808219
310;00:00:20.010000;Ramil Guliyev;TUR;1990-05-29;1.0;Beijing;2015-08-25;Men;200 m;20.01;25.257534246575343
310;00:00:20.010000;Anaso Jobodwana;RSA;1992-07-30;2.0;Beijing;2015-08-26;Men;200 m;20.01;23.087671232876712
310;00:00:20.010000;Christophe Lemaitre;FRA;1990-06-11;2.0;Rio de Janeiro;2016-08-17;Men;200 m;20.01;26.202739726027396
333;00:00:20.020000;Carl Lewis;USA;1961-07-01;1.0;Lausanne;1987-09-15;Men;200 m;20.02;26.224657534246575
333;00:00:20.020000;Michael Johnson;USA;1967-09-13;1.0;São Paulo;1991-05-19;Men;200 m;20.02;23.695890410958903
333;00:00:20.020000;Frank Fredericks;NAM;1967-10-02;1.0;Barcelona;1992-08-03;Men;200 m;20.02;24.854794520547944
333;00:00:20.020000;Michael Johnson;USA;1967-09-13;1.0;Bruxelles;1994-08-19;Men;200 m;20.02;26.95068493150685
333;00:00:20.020000;Jeff Williams;USA;1965-12-31;1.0;Atlanta;1996-06-22;Men;200 m;20.02;30.495890410958904
333;00:00:20.020000;Michael Johnson;USA;1967-09-13;2.0;Berlin;1996-08-30;Men;200 m;20.02;28.983561643835618
333;00:00:20.020000;Michael Johnson;USA;1967-09-13;1.0;Rieti;1999-09-05;Men;200 m;20.02;32.0
333;00:00:20.020000;Christopher Williams;JAM;1972-03-15;1.0;Walnut;2000-04-16;Men;200 m;20.02;28.106849315068494
333;00:00:20.020000;Maurice Greene;USA;1974-07-23;1.0;Roma;2000-06-30;Men;200 m;20.02;25.956164383561642
333;00:00:20.020000;Shawn Crawford;USA;1978-01-14;2.0;Roma;2003-07-11;Men;200 m;20.02;25.504109589041096
333;00:00:20.020000;Xavier Carter;USA;1985-12-08;1.0;Bloomington;2005-05-28;Men;200 m;20.02;19.482191780821918
333;00:00:20.020000;Wallace Spearmon;USA;1984-12-24;3.0;Bruxelles;2006-08-25;Men;200 m;20.02;21.682191780821917
333;00:00:20.020000;LaShawn Merritt;USA;1986-06-27;1.0;Thessaloníki;2007-07-30;Men;200 m;20.02;21.104109589041094
333;00:00:20.020000;Walter Dix;USA;1986-01-31;1.0;Luzern;2011-07-21;Men;200 m;20.02;25.484931506849314
333;00:00:20.020000;Wallace Spearmon;USA;1984-12-24;1.0;Des Moines;2012-04-28;Men;200 m;20.02;27.361643835616437
333;00:00:20.020000;Walter Dix;USA;1986-01-31;1.0;Ad-Dawhah;2012-05-11;Men;200 m;20.02;26.293150684931508
333;00:00:20.020000;Nickel Ashmeade;JAM;1990-04-07;1.0;Monaco;2012-07-20;Men;200 m;20.02;22.301369863013697
333;00:00:20.020000;Wallace Spearmon;USA;1984-12-24;2.0;London;2012-08-08;Men;200 m;20.02;27.64109589041096
333;00:00:20.020000;Ameer Webb;USA;1989-12-21;1.0;Cerritos;2015-06-06;Men;200 m;20.02;25.473972602739725
333;00:00:20.020000;Roberto Skyers;CUB;1991-11-12;4.0;Toronto;2015-07-24;Men;200 m;20.02;23.71232876712329
333;00:00:20.020000;Alonso Edward;PAN;1989-12-08;2.0;Beijing;2015-08-26;Men;200 m;20.02;25.731506849315068
333;00:00:20.020000;Zharnel Hughes;GBR;1995-07-13;5.0;Beijing;2015-08-27;Men;200 m;20.02;20.136986301369863
333;00:00:20.020000;Wayde van Niekerk;RSA;1992-07-15;1.0;Durban;2016-06-26;Men;200 m;20.02;23.964383561643835
333;00:00:20.020000;Andre De Grasse;CAN;1994-11-10;2.0;Rio de Janeiro;2016-08-18;Men;200 m;20.02;21.786301369863015
357;00:00:20.030000;Clancy Edwards;USA;1955-08-09;1.0;Westwood;1978-04-29;Men;200 m;20.03;22.736986301369864
357;00:00:20.030000;Pietro Mennea;ITA;1952-06-28;1.0;Tokyo;1980-09-20;Men;200 m;20.03;28.24931506849315
357;00:00:20.030000;Pietro Mennea;ITA;1952-06-28;1.0;Beijing;1980-09-27;Men;200 m;20.03;28.268493150684932
357;00:00:20.030000;Larry Myricks;USA;1956-03-10;2.0;Indianapolis;1983-06-19;Men;200 m;20.03;27.293150684931508
357;00:00:20.030000;Carl Lewis;USA;1961-07-01;1.0;Indianapolis;1988-07-18;Men;200 m;20.03;27.065753424657533
357;00:00:20.030000;Joe DeLoach;USA;1967-06-05;1.0;Zürich;1988-08-17;Men;200 m;20.03;21.216438356164385
357;00:00:20.030000;Joe DeLoach;USA;1967-06-05;1.0;Bruxelles;1988-08-19;Men;200 m;20.03;21.221917808219178
357;00:00:20.030000;Jeff Williams;USA;1965-12-31;2.0;Atlanta;1996-06-23;Men;200 m;20.03;30.4986301369863
357;00:00:20.030000;Obadele Thompson;BAR;1976-03-30;1.0;Bloomington;1997-06-07;Men;200 m;20.03;21.202739726027396
357;00:00:20.030000;Jon Drummond;USA;1968-09-09;1.0;Bruxelles;1997-08-22;Men;200 m;20.03;28.96986301369863
357;00:00:20.030000;Maurice Greene;USA;1974-07-23;1.0;Walnut;1998-04-19;Men;200 m;20.03;23.756164383561643
357;00:00:20.030000;Maurice Greene;USA;1974-07-23;2.0;Athínai;1999-06-16;Men;200 m;20.03;24.915068493150685
357;00:00:20.030000;John Capel;USA;1978-11-27;1.0;Sacramento;2000-07-23;Men;200 m;20.03;21.66849315068493
357;00:00:20.030000;Bernard Williams;USA;1978-01-19;4.0;Sacramento;2000-07-23;Men;200 m;20.03;22.523287671232875
357;00:00:20.030000;Konstadínos Kedéris;GRE;1973-07-11;1.0;Edmonton;2001-08-08;Men;200 m;20.03;28.095890410958905
357;00:00:20.030000;Shingo Suetsugu;JPN;1980-06-02;1.0;Yokohama;2003-06-07;Men;200 m;20.03;23.027397260273972
357;00:00:20.030000;Darvis Patton;USA;1977-12-04;1.0;Saint-Denis;2003-08-28;Men;200 m;20.03;25.747945205479454
357;00:00:20.030000;Justin Gatlin;USA;1982-02-10;1.0;Athínai;2004-08-24;Men;200 m;20.03;22.55068493150685
357;00:00:20.030000;Justin Gatlin;USA;1982-02-10;3.0;Athínai;2004-08-26;Men;200 m;20.03;22.556164383561644
357;00:00:20.030000;Usain Bolt;JAM;1986-08-21;1.0;Nassau;2005-07-11;Men;200 m;20.03;18.9013698630137
357;00:00:20.030000;Usain Bolt;JAM;1986-08-21;1.0;Osaka;2007-08-29;Men;200 m;20.03;21.035616438356165
357;00:00:20.030000;Usain Bolt;JAM;1986-08-21;1.0;Saint-Denis;2011-07-08;Men;200 m;20.03;24.895890410958906
357;00:00:20.030000;Usain Bolt;JAM;1986-08-21;1.0;Stockholm;2011-07-29;Men;200 m;20.03;24.953424657534246
357;00:00:20.030000;Warren Weir;JAM;1989-10-31;3.0;Kingston;2012-07-01;Men;200 m;20.03;22.682191780821917
357;00:00:20.030000;Christophe Lemaitre;FRA;1990-06-11;3.0;London;2012-08-08;Men;200 m;20.03;22.175342465753424
357;00:00:20.030000;Warren Weir;JAM;1989-10-31;5.0;Lausanne;2012-08-23;Men;200 m;20.03;22.827397260273973
357;00:00:20.030000;Andre De Grasse;CAN;1994-11-10;1.0;Westwood;2015-05-16;Men;200 m;20.03;20.526027397260275
357;00:00:20.030000;Dedric Dukes;USA;1992-02-04;1.0;Eugene;2015-06-10;Men;200 m;20.03;23.361643835616437
357;00:00:20.030000;Trayvon Bromell;USA;1995-07-10;1.0;Eugene;2015-06-10;Men;200 m;20.03;19.931506849315067
357;00:00:20.030000;Alonso Edward;PAN;1989-12-08;2.0;Luzern;2015-07-14;Men;200 m;20.03;25.613698630136987
357;00:00:20.030000;Wallace Spearmon;USA;1984-12-24;2.0;Toronto;2015-07-23;Men;200 m;20.03;30.5972602739726
357;00:00:20.030000;Alonso Edward;PAN;1989-12-08;1.0;Zürich;2015-09-03;Men;200 m;20.03;25.753424657534246
357;00:00:20.030000;Wayde van Niekerk;RSA;1992-07-15;1.0;Durban;2016-06-25;Men;200 m;20.03;23.96164383561644
390;00:00:20.040000;Pietro Mennea;ITA;1952-06-28;1.0;Ciudad de México;1979-09-11;Men;200 m;20.04;27.221917808219178
